"","name","alcohol_impaired_driving_deaths","high_school_graduation","unemployment","median_household_income","children_in_single_parent_households","social_associations","drug_overdose_deaths","disconnected_youth","homicides","suicides","population","population_density","below_18_years_of_age","65_and_older","non_hispanic_black","american_indian_or_alaska_native","hispanic","female"
"1889","Westchester County","0.1785714286","0.9008293301","0.0312339474","108037","0.203616684","8.2674028831","16.341413406","0.0469252922","2.2840419988","6.9582791991",990427,2298.94847168937,"0.2088129665","0.1841448183","0.1371287334","0.0107882762","0.2634298136","0.5119488867"
"1890","Wyoming County","0.2857142857","0.946978852","0.0348943461","65526","0.1822740379","14.571139266","18.361640863","","","14.559651286",39666,66.9184260189049,"0.1820702869","0.2047345334","0.042404074","0.0049916805","0.0344375536","0.4618817123"
"1891","Yates County","0.2307692308","0.8052816901","0.0293890841","62637","0.1913123845","11.782391419","16.149436116","0.1053008596","","12.696458734",24451,72.3103976106891,"0.2206453724","0.2246942865","0.0091611795","0.0030673592","0.022330375","0.5061142694"
"1892","Alamance County","0.3106796117","0.8752218256","0.0371149638","61034","0.2635771755","10.122097805","27.781447433","0.0623897503","6.9736027612","13.213590818",176353,416.464989357808,"0.2178358179","0.1737707893","0.2134752457","0.0150890543","0.1419425811","0.5206999597"
"1893","Alexander County","0.1739130435","0.87","0.0319525972","67717","0.1991909611","15.282174435","14.339230342","","5.3645190709","18.652712144",36512,140.43884516617,"0.1959629711","0.2089176161","0.0554612182","0.0060801928","0.0548039001","0.484909071"
"1894","Alleghany County","0.2222222222","0.875","0.0386228206","49524","0.2025669643","12.670829939","","","","30.547859712",11185,47.629153395063,"0.1644166294","0.288869021","0.0160929817","0.0072418418","0.1005811354","0.5061242736"
"1895","Anson County","0.3214285714","0.88","0.0435672515","48284","0.4726042841","12.239347235","25.494667365","","22.716946842","15.268640859",22202,41.7753935299724,"0.1961985407","0.2013782542","0.4694171696","0.0099540582","0.0522925863","0.4831096298"
"1896","Ashe County","0.1111111111","0.85","0.0338261475","54379","0.2281671457","9.7338175284","13.566847558","","","26.669194139",27110,63.5990757172288,"0.1658059757","0.274732571","0.0078937661","0.0058649945","0.0565842862","0.5021025452"
"1897","Avery County","0.0909090909","0.9185582822","0.0325287208","53894","0.1337526205","18.472906404","","","","17.803512947",17571,71.0404766535369,"0.142336805","0.2371521257","0.0402367537","0.0073416425","0.05321268","0.4576290479"
"1898","Beaufort County","0.2424242424","0.8572124756","0.0394373273","54415","0.3482091773","12.143563911","33.204605334","","8.2347451346","18.721625352",44272,53.1645062255166,"0.1930113842","0.2551048066","0.2291290206","0.0116326346","0.0850424648","0.5160146368"
"1899","Bertie County","0.2058823529","0.825","0.0487294052","44434","0.5589980224","25.135675521","32.629976071","","14.98497756","10.428590095",17240,24.6575824959959,"0.1680974478","0.2516821346","0.599187935","0.0089327146","0.0262761021","0.4860788863"
"1900","Bladen County","0.2203389831","0.9187431694","0.0433615528","46002","0.3160013418","15.580016935","52.544189664","","15.660003915","9.0768155029",29446,33.6513546515354,"0.2005705359","0.2404401277","0.320518916","0.0341981933","0.0860218705","0.5213950961"
"1901","Brunswick County","0.3333333333","0.84","0.0465587045","73536","0.2367373345","7.9742051798","30.728729528","0.0734795388","4.0904814497","16.349389165",153064,180.060667201551,"0.1386870851","0.3400669001","0.0891065175","0.0084801129","0.0527295772","0.5190704542"
"1902","Buncombe County","0.2450331126","0.9049806368","0.0296556145","67906","0.2480312519","12.742418997","41.446768534","0.0708113097","4.2805916875","17.901746593",273589,416.74078023227,"0.1746707653","0.2159406994","0.0581858189","0.0055411585","0.0745315053","0.5173161202"
"1903","Burke County","0.1948051948","0.91","0.0343422016","60629","0.2278537079","14.381755716","47.297347624","0.1068920676","5.4323338904","14.730589601",87881,173.596679952466,"0.1778996598","0.2198427419","0.0619587852","0.0099452669","0.0702768517","0.4983784891"
"1904","Cabarrus County","0.1962616822","0.9001696729","0.0338540545","79649","0.2160364944","9.5555997544","27.046816395","0.0996882366","3.567159518","10.401739131",235797,652.757195664391,"0.2483619384","0.1376141342","0.204816007","0.0073834697","0.1190727617","0.5086960394"
"1905","Caldwell County","0.12","0.87","0.0357064562","53586","0.2413534773","12.676633981","37.99935442","0.1306506402","5.5994274585","16.697665506",80492,170.574381453076,"0.1952119465","0.2127540625","0.0498061919","0.0068826716","0.0653232619","0.5022362471"
"1906","Camden County","0.2857142857","0.925","0.0379611858","82620","0.1832669323","10.152284264","","","","31.616040696",11088,46.1375197792186,"0.2270923521","0.1680194805","0.0948773449","0.0056818182","0.0430194805","0.4919733045"
"1907","Carteret County","0.1860465116","0.85","0.0346078705","67806","0.2138515538","12.693132578","38.540843659","","3.7209610002","22.233268677",69380,136.681307482104,"0.1667627558","0.2730325742","0.0492505045","0.0069328337","0.0466416835","0.5078120496"
"1908","Caswell County","0.2962962963","0.875","0.0403820201","54215","0.2474477394","13.207713305","23.612402414","","8.8074687335","12.178980991",22614,53.1635367897883,"0.1788272751","0.2353409392","0.3094985407","0.0094631644","0.0524011674","0.4785088883"
"1909","Catawba County","0.2782608696","0.8730519481","0.0343507618","63934","0.2785103401","14.221848469","31.770356389","0.0869514743","6.2177734604","16.38064887",163462,407.256507805902,"0.213927396","0.1896709939","0.0837564694","0.0064785699","0.1084533408","0.5074879789"
"1910","Chatham County","0.2058823529","0.8881457801","0.0309060797","84516","0.1958962706","8.8587605439","24.988273047","","4.6521635468","13.792950493",79864,117.157791438025,"0.1879445057","0.2590654112","0.1098492437","0.0124586798","0.1211309226","0.516102374"
"1911","Cherokee County","0.28125","0.87","0.0401725532","51607","0.2724531553","9.2570370624","46.055358541","","","22.304244044",29512,64.7845177962585,"0.155733261","0.3162442396","0.0161290323","0.0174166441","0.0397465438","0.5044049878"
"1912","Chowan County","0.25","0.925","0.0399105453","55818","0.3503137689","13.117621338","31.340405014","","","",13940,80.7380454919822,"0.1964131994","0.2619081779","0.3182926829","0.0056671449","0.0391678623","0.5202295552"
"1913","Clay County","0.0909090909","0.875","0.0398568019","57698","0.1109298532","13.263772217","38.184755471","","","25.284191667",11614,54.0227705619728,"0.1521439642","0.33468228","0.0131737558","0.0060272085","0.041415533","0.5113655932"
"1914","Cleveland County","0.2043010753","0.8625126904","0.0384263123","53170","0.3681867733","17.537042019","20.851480287","0.1104398716","7.1392874991","17.581970928",100670,216.844621377169,"0.2222906526","0.190533426","0.2039932453","0.0048673885","0.0465183272","0.5163405185"
"1915","Columbus County","0.1869158879","0.8225906344","0.0424893248","45379","0.35693017","10.380899146","43.653416815","0.1238390093","18.175020252","10.718206404",49885,53.1754407155865,"0.207557382","0.2082589957","0.2914703819","0.0380675554","0.0629046808","0.4994687782"
"1916","Craven County","0.2","0.85","0.0368322377","63076","0.2744209466","12.614975068","50.650230557","0.1210191083","7.6769323537","17.237359753",100874,142.765237693029,"0.2151595059","0.2094394988","0.2002002498","0.0071277039","0.0802981938","0.5012788231"
"1917","Cumberland County","0.233201581","0.84","0.0511636281","58013","0.3631826471","9.0012756775","45.66296168","0.0873003066","11.320485085","16.656944728",336699,515.967640275545,"0.2498967921","0.1307607091","0.3776696693","0.0195575276","0.1300983965","0.5034288786"
"1918","Currituck County","0.1818181818","0.84","0.0347967922","76217","0.2100031556","10.1170202","32.381921636","","","19.991252401",31015,118.418437894574,"0.2219571175","0.1733677253","0.0535547316","0.0078994035","0.0528776399","0.4951797517"
"1919","Dare County","0.1666666667","0.93","0.042820026","82052","0.1744100835","13.747158039","43.601288463","","","15.821429087",37956,99.0426093411953,"0.1791548108","0.2445463168","0.0243176309","0.006770998","0.0767204131","0.5078511961"
"1920","Davidson County","0.2052980132","0.8473020305","0.0349677767","63590","0.2636348747","10.138481103","49.657129345","0.0864","3.5924824738","17.290309806",172586,311.988807086592,"0.2140034534","0.191742088","0.1018159063","0.0084653448","0.0839349658","0.5066981099"
"1921","Davie County","0.2903225806","0.88","0.0338282639","63436","0.1871806265","11.026118117","30.077507423","","","13.310817161",44090,167.198142101004,"0.2051485598","0.2232252211","0.0622136539","0.0073259242","0.0765933318","0.5083465638"
"1922","Duplin County","0.2127659574","0.86","0.0366041094","51270","0.3188207062","12.161187262","26.498042758","0.125","5.720354264","10.974865966",48990,60.1310685251894,"0.2401102266","0.1988977342","0.2373953868","0.0159216167","0.2389263115","0.5059195754"
"1923","Durham County","0.2733333333","0.8248548922","0.0317151561","79524","0.2998415653","10.548070378","23.078816723","0.059646069","11.988438621","9.2146460143",332680,1156.96876638744,"0.1928910665","0.1478297463","0.3397949982","0.0097962006","0.1393230732","0.5213057593"
"1924","Edgecombe County","0.3064516129","0.8352380952","0.0653610892","48770","0.435793091","12.40720445","40.488517191","0.1246664125","18.187830688","13.029450501",48301,95.5629896266461,"0.2259787582","0.2115691187","0.5653299104","0.0085298441","0.058942879","0.5332808845"
"1925","Forsyth County","0.2156862745","0.8477088358","0.0370930632","62992","0.3264972421","10.583026175","32.301171959","0.0626838553","7.9694516942","11.884556994",389157,954.205148344592,"0.2232440891","0.1715348818","0.2583533124","0.0099420028","0.1426236712","0.5230896528"
"1926","Franklin County","0.3538461538","0.82","0.0364010585","72415","0.23926054","7.9494581817","27.66744667","0.0930294906","7.3623761543","17.294200913",74539,151.562986065286,"0.2139819423","0.1752371242","0.2482458847","0.0106521418","0.1032613799","0.5005030923"
"1927","Gaston County","0.1900826446","0.8786447368","0.0367346939","65430","0.288553804","12.431992238","23.168752099","0.0819658046","6.6221418707","16.950498979",234215,658.368655002775,"0.2210106099","0.1677988173","0.1870076639","0.0065751553","0.0892726768","0.5146126422"
"1928","Gates County","0.2307692308","0.875","0.0346978558","66561","0.2071809801","9.6469226317","","","","",10383,30.4833417823886,"0.1920446884","0.2261388809","0.2945198883","0.0079938361","0.0261966676","0.505730521"
"1929","Graham County","0.0555555556","0.925","0.0536138446","50301","0.1545510079","14.919806043","","","","",7980,27.3318619109812,"0.1966165414","0.2426065163","0.0063909774","0.0813283208","0.04160401","0.4870927318"
"1930","Granville County","0.3625","0.8492744253","0.0317491749","74120","0.3166544626","10.970219082","25.694994943","0.0893481717","4.9965262246","15.532050032",61903,116.361004142917,"0.2000387703","0.1810413066","0.3028447733","0.0103387558","0.1029029288","0.4848553382"
"1931","Greene County","0.2727272727","0.95","0.0324335635","49992","0.4332046332","7.3468188274","20.828660236","","9.5404891545","",20211,75.7719981656462,"0.190440849","0.1774281332","0.3568353867","0.0249369155","0.1666914057","0.4305081391"
"1932","Guilford County","0.3038348083","0.9072690992","0.0409854656","63822","0.3143079935","11.043306724","32.343582669","0.0599769002","10.323529744","11.248829223",546101,845.407677154602,"0.216293323","0.1620670902","0.3512408877","0.0077751185","0.0901481594","0.5257525623"
"1933","Halifax County","0.4230769231","0.8126046025","0.0554862194","44804","0.5139157325","10.772290355","33.161659707","0.1946391753","15.825154648","14.990969134",47848,66.1123183589303,"0.2136766427","0.2212840662","0.5271693697","0.040001672","0.0348603912","0.5140862732"
"1934","Harnett County","0.2","0.86","0.0409731812","65242","0.2146349983","7.9431622612","37.163814181","0.0842531787","7.3797659652","13.980993491",138832,233.357216155619,"0.2524345972","0.1388440705","0.2087054858","0.017107007","0.1452474934","0.5031404863"
"1935","Haywood County","0.1","0.9","0.0319642266","62374","0.2541286887","15.045777579","35.682901499","0.0850234009","4.1727519299","22.333226627",62609,113.102461949111,"0.1743519302","0.2559855612","0.013145075","0.0084173202","0.0489705953","0.5113002923"
"1936","Henderson County","0.3387096774","0.93","0.0316705399","65252","0.2143549952","11.640945313","25.23455376","0.0667625308","2.7093229033","18.38907084",118106,316.681097436894,"0.1808629536","0.2702741605","0.0307266354","0.0073239294","0.1089868423","0.5156046264"
"1937","Hertford County","0.3714285714","0.85","0.0513151714","43871","0.4215686275","15.97894539","22.038405595","","17.688535389","9.420770613",20875,59.1085960287817,"0.1774371257","0.2196407186","0.5881676647","0.014994012","0.0491017964","0.4906826347"
"1938","Hoke County","0.2537313433","0.83","0.0491843675","60903","0.258245614","4.7068569492","28.627465312","0.0926887735","12.4013499","11.968332767",53787,137.861301687053,"0.2683362151","0.1165523268","0.3422574228","0.0849647684","0.1538104003","0.509491141"
"1939","Hyde County","0","","0.0563380282","48068","0.2584650113","8.8731144632","","","","",4576,7.47295032640406,"0.1560314685","0.2416958042","0.2707604895","0.0131118881","0.1022727273","0.4375"
"1940","Iredell County","0.2177419355","0.8943675048","0.0338372093","73446","0.2117552144","10.83513919","17.514261613","0.0679257431","3.8998083523","14.810263527",195897,341.037056073832,"0.220115673","0.1682159502","0.1193127","0.0058704319","0.0880820023","0.50290714"
"1941","Jackson County","0.1951219512","0.93","0.038041546","58491","0.3104477612","14.74314674","40.340688532","","3.9842357074","17.468207327",42955,87.4651623901207,"0.160260738","0.2099639157","0.0211151205","0.087766267","0.0683738796","0.5086253056"
"1942","Johnston County","0.2857142857","0.9106896552","0.0330492871","80612","0.1914772623","7.7261328718","24.689881289","0.0792344995","4.2699684022","13.00777956",234778,296.430503480817,"0.243745155","0.1411503633","0.1761749397","0.0099924184","0.1522076174","0.5064912385"
"1943","Jones County","0.2","0.875","0.0340435387","56079","0.3350938967","7.5634792004","","","","",9233,19.5876772121013,"0.1828224846","0.2429329579","0.2772663273","0.0102891801","0.0616267735","0.5086104191"
"1944","Lee County","0.303030303","0.87","0.042041927","58244","0.2875422661","14.967725841","44.616773782","0.1094573643","9.5475842283","11.375786944",65476,256.706247735196,"0.2330472234","0.1729183212","0.1822194392","0.0137607673","0.2051744151","0.5070102022"
"1945","Lenoir County","0.1369863014","0.87","0.0367022238","46410","0.4170007363","13.892443242","31.855747558","0.0854197349","14.189896287","12.444388897",54633,136.895038772231,"0.2266944887","0.2170116962","0.404206249","0.007413102","0.0884264089","0.523456519"
"1946","Lincoln County","0.3833333333","0.9106164384","0.0314770498","78615","0.1781152349","11.37504182","26.148447389","","2.8703900691","15.693347543",93095,314.672917326668,"0.2042107525","0.1928889844","0.057457436","0.0053815994","0.0809280842","0.500907675"
"1947","McDowell County","0.28125","0.85","0.0347328433","54042","0.2468021928","14.759487443","33.760228982","","6.3094468193","15.005234938",44753,101.721903590313,"0.1930373383","0.2164324179","0.0389024199","0.0088485688","0.0675038545","0.4938216432"
"1948","Macon County","0.2692307692","0.82","0.0347733799","53832","0.2312594841","15.440315195","31.07406595","","4.435305028","24.12272118",38065,73.82956012534,"0.1798502561","0.2923420465","0.012820176","0.0086693813","0.0842243531","0.5117299356"
"1949","Madison County","0.2916666667","0.925","0.0342329827","54137","0.1659585767","9.3014603293","30.770650953","","","15.518984282",21768,48.4147207217271,"0.1670801176","0.2354373392","0.0138735759","0.0062477031","0.0294468945","0.5047776553"
"1950","Martin County","0.2608695652","0.7934337349","0.0443642292","44445","0.4129263914","16.548680702","31.639848129","","8.8405604915","9.3586913394",21508,47.1240543347709,"0.2011809559","0.258090013","0.4106843965","0.0068811605","0.0446345546","0.5261763065"
"1951","Mecklenburg County","0.3668528864","0.8137809653","0.0350123133","80645","0.2895449695","9.2490617281","19.7823819","0.0802003257","8.6206670323","9.7561301989",1145392,2187.50795629869,"0.224005406","0.1215898138","0.3155600877","0.0088589758","0.1442475589","0.5158775336"
"1952","Mitchell County","0.1428571429","0.775","0.0415904176","53555","0.2216097023","18.712824968","29.012676308","","","18.257599066",15094,68.2213075402198,"0.1837816351","0.2555319995","0.0085464423","0.0107327415","0.0627401617","0.503776335"
"1953","Montgomery County","0.125","0.95","0.0371558407","55313","0.2623880051","11.241181487","36.155543642","","7.3730389033","16.102160013",25894,52.6796293632287,"0.2070749981","0.2223681162","0.1688035838","0.0134780258","0.1612342628","0.5042480884"
"1954","Moore County","0.2247191011","0.9167617295","0.0366904937","84458","0.1946085672","12.163911135","24.104627111","0.0817498895","4.4728591237","17.300775285",105531,151.274308568283,"0.2160976396","0.2392472354","0.1071628242","0.0124513176","0.0770010708","0.5108641063"
"1955","Nash County","0.314516129","0.8892280285","0.0498158466","55406","0.3446683661","11.872741027","27.784323311","0.1054711879","10.753274448","14.812866723",95789,177.241390173628,"0.2178747038","0.1952938229","0.412458633","0.011410496","0.0793723705","0.5173662947"
"1956","New Hanover County","0.2330097087","0.88","0.0327839747","70995","0.252055661","9.6498965147","36.851667752","0.045695883","6.6732484438","15.670006503",234921,1221.92566643675,"0.1736796625","0.1938013204","0.1219771753","0.0061935715","0.0642258461","0.5221627696"
"1957","Northampton County","0.2888888889","0.7892857143","0.0485651214","51550","0.3460790668","14.595131064","25.13464991","","13.268074065","23.718820921",16779,31.262669992995,"0.1745038441","0.2932236724","0.5489004112","0.007568985","0.0286071876","0.5170153168"
"1958","Onslow County","0.2673267327","0.9","0.0426514574","62190","0.212177607","6.5483119907","27.629715759","0.076885577","5.2437468319","20.503579755",207298,272.014212824249,"0.2460129861","0.1035996488","0.1402184295","0.0105210856","0.1363737229","0.4487742284"
"1959","Orange County","0.3125","0.8980695652","0.0303182744","87780","0.1905443613","9.3361274549","14.783720883","0.0173562684","3.0375480129","10.606094759",150477,378.510182609669,"0.1828651555","0.1621908996","0.114781661","0.0063331938","0.0880732604","0.5226513022"
"1960","Pamlico County","0.125","0.9308928571","0.0361423901","59845","0.2542087542","10.531432275","76.750033082","","","18.255676302",12381,36.7917831357266,"0.1381148534","0.3160487844","0.1740570229","0.0081576609","0.0496728859","0.4859058234"
"1961","Pasquotank County","0.1515151515","0.7801382488","0.044542632","59066","0.3555606565","11.023737782","45.448160176","","10.353740914","12.551669198",40938,180.440915788938,"0.2103424691","0.1858908593","0.3483316234","0.0068640383","0.0638282281","0.5060090869"
"1962","Pender County","0.2391304348","0.93","0.0345410785","73663","0.2035659029","7.9598821937","29.914036506","","5.1119161088","20.532971411",65737,75.4474102805902,"0.2218385384","0.1856488735","0.1248611893","0.0103138263","0.0828757017","0.49497239"
"1963","Perquimans County","0.0909090909","0.875","0.0448151125","60665","0.3517753922","9.900990099","42.225534029","","","",13210,53.4444448016125,"0.1849356548","0.2827403482","0.2114307343","0.0053747161","0.0359576079","0.5209689629"
"1964","Person County","0.1935483871","0.8645454545","0.0377930155","61302","0.3175255166","14.312367419","26.151068819","","7.6097433705","16.138806858",39386,100.387522333031,"0.2040064998","0.2109632864","0.2593815061","0.0098004367","0.0543340273","0.51518306"
"1965","Pitt County","0.2520325203","0.85","0.0408086859","57319","0.3888254145","10.396761322","30.979685911","0.0332493703","7.292525642","11.107306722",173542,266.019383267573,"0.2107213239","0.149070542","0.3569856288","0.0058141545","0.0706226735","0.5295375183"
"1966","Polk County","0.1111111111","0.925","0.0382274426","61585","0.2135382603","18.823768824","21.169190686","","","27.220265064",19986,84.0853976369257,"0.1545081557","0.3232762934","0.0376263384","0.0074552187","0.0598418893","0.5233163214"
"1967","Randolph County","0.2265625","0.8728902045","0.0364167955","58037","0.2202685821","10.608106246","53.530720173","0.125330513","3.8757995079","18.354618587",146043,186.680383073275,"0.219531234","0.1859657772","0.065788843","0.012160802","0.130475271","0.5037146594"
"1968","Richmond County","0.2222222222","0.83","0.0504716981","44383","0.4575966437","15.916112724","53.076543959","","13.463868747","9.8068568538",42778,90.3081505899249,"0.2330637243","0.1836224227","0.3139931741","0.0330076207","0.0768853149","0.5051662069"
"1969","Robeson County","0.32421875","0.87","0.0549188157","39931","0.4359457423","12.464754831","72.157728305","0.1227836288","26.297807819","13.191352372",116663,123.153865516773,"0.2529250919","0.1625279652","0.2308786848","0.4192674627","0.098480238","0.5176791271"
"1970","Rockingham County","0.2266666667","0.8756313646","0.0413794851","52494","0.3451970915","15.120636382","51.90798396","0.1172879878","7.989335021","18.081453249",91957,162.570970416205,"0.2010613656","0.214578553","0.1863588416","0.0064812902","0.0684232848","0.5124351599"
"1971","Rowan County","0.2018348624","0.86","0.0361888731","61105","0.2829796476","13.702328721","47.142233202","0.0788076766","9.0569318738","17.902467833",149645,292.498481846129,"0.2170470113","0.1813625581","0.1640282001","0.0067693541","0.1059574326","0.5036653413"
"1972","Rutherford County","0.1940298507","0.8950914205","0.0472850405","53485","0.3253122845","20.128201158","34.223996054","0.1666152422","4.3021947647","19.173592175",64963,114.889886619012,"0.1989901944","0.2246971353","0.0937148839","0.0040484584","0.0548619984","0.5122608254"
"1973","Sampson County","0.175","0.8059722222","0.036940051","52248","0.271561934","14.917782675","24.206172036","0.1125581395","9.3222709052","6.8466472425",59120,62.4993626730573,"0.2424898512","0.1834235453","0.2430649526","0.0391069012","0.2188261164","0.5000169147"
"1974","Scotland County","0.2063492063","0.86","0.0639020467","45996","0.472415571","11.978847109","38.577642327","","20.463037615","10.664994195",34162,107.043777688413,"0.2297289386","0.1859961361","0.3906679937","0.1322229378","0.0396346818","0.4854516714"
"1975","Stanly County","0.2","0.8947727273","0.0329709557","58642","0.2342937769","16.397319669","37.472950863","","4.6026529692","13.745536632",64153,162.380161505046,"0.2159057254","0.1909809362","0.113182548","0.0054401197","0.0527644849","0.4984490203"
"1976","Stokes County","0.1923076923","0.88","0.0333609806","56259","0.2714216751","8.7536192849","50.041578665","0.0873055695","4.6945565052","13.586356839",45175,100.53527924853,"0.1837520753","0.2303486442","0.0412617598","0.0047814056","0.0408633094","0.5070282236"
"1977","Surry County","0.2463768116","0.9018652561","0.0343773873","49524","0.2308206809","13.351697774","31.218257555","0.1335133513","4.9638039417","20.088867522",71403,134.053722130782,"0.2086326905","0.2115177233","0.0370152515","0.0072826072","0.1204851337","0.5077657801"
"1978","Swain County","0","0.775","0.0324241581","55462","0.3111391606","8.4889643463","49.311980463","","","25.214160593",13967,26.4662618353116,"0.2221665354","0.1958187155","0.0135318966","0.3061502112","0.0728860886","0.5157872127"
"1979","Transylvania County","0.1111111111","0.84","0.0343868692","62173","0.2853773585","17.789838685","17.638758231","","","17.249645074",33355,88.1571690417404,"0.1505921151","0.3214510568","0.0308499475","0.0049467846","0.0352570829","0.5138959676"
"1980","Tyrrell County","0","","0.0518688024","42514","0.2625215889","15.365703749","","","","",3365,8.61105874470785,"0.2142644874","0.2350668648","0.2968796434","0.0130757801","0.1263001486","0.479346211"
"1981","Union County","0.2105263158","0.9271038544","0.0314715904","95079","0.1434197256","8.0033490938","16.61930394","0.0286344926","3.4656965959","8.9599038768",249070,393.639097889355,"0.2523427149","0.1378247079","0.1186774802","0.0069378086","0.1239812101","0.5016380937"
"1982","Vance County","0.22","0.8571691176","0.0580917803","49961","0.4578540262","14.69716724","37.279934266","0.1695760599","22.650569662","8.0173365892",42138,166.952228448964,"0.2379799706","0.1942427263","0.5058616925","0.0097062034","0.0897764488","0.5293084627"
"1983","Wake County","0.2857142857","0.8985797907","0.0306080428","97099","0.2056566468","9.8938970826","16.410173011","0.0527826961","3.0800553571","8.9443808949",1175021,1407.86567847692,"0.2267959466","0.1303040541","0.1964722333","0.0078483704","0.1058721504","0.5089636696"
"1984","Warren County","0.2285714286","0.7226744186","0.0633626098","47170","0.4765995261","13.857797676","25.855382229","0.1541501976","11.613811726","13.953613413",18713,43.5803314023478,"0.1741035644","0.2737669","0.4861326351","0.0573398172","0.0459573558","0.4989579437"
"1985","Washington County","0.375","0.825","0.0512702079","46072","0.4517583408","18.362100624","29.449009041","0.207723036","","",10828,31.2487575744303,"0.2006834134","0.2735500554","0.4699852235","0.0120059106","0.0662172146","0.5236424086"
"1986","Watauga County","0.2857142857","0.92","0.0324907291","57888","0.153460076","13.275804846","16.18200561","","","17.365006833",55089,176.318879391866,"0.1175007715","0.1737370437","0.0188059322","0.0043747391","0.0406614751","0.5018606255"
"1987","Wayne County","0.2577319588","0.82","0.0404981968","55635","0.3305424099","13.780117259","29.12624027","0.0577659397","9.8879175464","10.865090213",117286,211.73742997697,"0.2354159917","0.1736098085","0.3111283529","0.0087478471","0.1344235459","0.5034957284"
"1988","Wilkes County","0.1774193548","0.89","0.0382511655","48229","0.2389112139","14.58833541","29.664641231","0.1199727335","5.8745038142","18.631533186",65784,87.2839936705689,"0.1957922899","0.231226438","0.0431715919","0.0048035997","0.074014958","0.50649094"
"1989","Wilson County","0.2328767123","0.7963808574","0.051150516","51535","0.3397209615","10.463320956","34.276416586","0.10993083","9.4961751517","11.497960582",78449,213.423526708312,"0.226860763","0.1937564532","0.3922420936","0.008119925","0.1191602187","0.5231041823"
"1990","Yadkin County","0.0697674419","0.89","0.0333880369","61464","0.1923527117","13.443751344","32.893567085","0.138681592","4.5641606889","20.446136196",37463,111.848926572235,"0.2016122574","0.2119157569","0.0326455436","0.0082481382","0.1201452099","0.4987587753"
"1991","Yancey County","0.2222222222","0.875","0.03581401","54455","0.2930178206","9.063283041","21.847974511","","","22.649012981",18811,60.1774495118288,"0.1765987986","0.2677156983","0.0088246239","0.007601935","0.0559778853","0.507043751"
"1992","Adams County","0.3333333333","","0.0219895288","57593","0.1334702259","13.844023996","","","","",2115,2.14167113142705,"0.1971631206","0.2978723404","0.0174940898","0.0075650118","0.0274231678","0.5044917258"
"1993","Barnes County","0.3333333333","0.9195121951","0.0221967088","67058","0.2253000923","14.806588932","","","","",10758,7.2125859336941,"0.1962260643","0.2363822272","0.0164528723","0.0151515152","0.0233314743","0.4883807399"
"1994","Benson County","0.7333333333","","0.0289731572","56605","0.5828544061","0","","","","64.510918632",5770,4.15539822945219,"0.3466204506","0.1497400347","0.0043327556","0.5424610052","0.049220104","0.4831889081"
"1995","Billings County","0.25","","0.0196936543","85947","0.0595238095","0","","","","",1018,0.886382491870596,"0.2062868369","0.2416502947","0.0058939096","0.010805501","0.0265225933","0.4675834971"
"1996","Bottineau County","0.5","","0.0296567811","69351","0.1400862069","23.474178404","","","","34.254311079",6376,3.82057722004517,"0.2205144291","0.2540777917","0.0067440402","0.0390526976","0.0243099122","0.4785131744"
"1997","Bowman County","1","","0.0173410405","75386","0.2237196765","17.223561833","","","","",2894,2.49094369930022,"0.2429163787","0.2436074637","0.00414651","0.0279889426","0.0552868003","0.4948168625"
"1998","Burke County","1","","0.0201535509","75931","0.137037037","23.169601483","","","","",2155,1.95266642226831,"0.2473317865","0.226450116","0.0069605568","0.0171693735","0.0334106729","0.4761020882"
"1999","Burleigh County","0.1923076923","0.8891411043","0.0193372275","83111","0.1892411983","15.869325705","11.349137294","0.0578231293","1.6453469588","17.283477728",99280,60.8074592739145,"0.2316579371","0.1809830782","0.0211522965","0.0467767929","0.0310636583","0.4962630943"
"2000","Cass County","0.4285714286","0.8548221457","0.0176312382","70002","0.1848986126","10.452289319","12.491197327","0.0246108357","3.0195803896","16.145393497",192734,109.201782049875,"0.2185602955","0.130853923","0.0677150892","0.0158871813","0.0323658514","0.4901210995"
"2001","Cavalier County","1","","0.0244299674","73221","0.1624548736","19.115237575","","","","",3597,2.41551215460798,"0.2268557131","0.2743953294","0.0052821796","0.0197386711","0.0255768696","0.4737281068"
"2002","Dickey County","0.6666666667","","0.0174262735","56326","0.1346309813","24.504798856","","","","",4923,4.35088713626296,"0.242941296","0.2086126346","0.005890717","0.012797075","0.0532195816","0.489538899"
"2003","Divide County","1","","0.0131761442","70513","0.1115311909","18.281535649","","","","",2187,1.73415952863544,"0.2409693644","0.2551440329","0.0196616369","0.0118884316","0.0420667581","0.4691358025"
"2004","Dunn County","0.2727272727","","0.0133748056","82490","0.2180685358","17.348203222","","","","",4015,1.99901256647716,"0.2642590286","0.1853051059","0.0161892902","0.098132005","0.0665006227","0.4697384807"
"2005","Eddy County","1","","0.0289975145","58848","0.1360946746","12.836970475","","","","",2314,3.67162462424765,"0.2510803803","0.2294727744","0.0043215212","0.0548833189","0.0445116681","0.4896283492"
"2006","Emmons County","0.3333333333","","0.0432692308","60952","0.0606531882","0","","","","",3250,2.15459991917706,"0.2018461538","0.2886153846","0.0052307692","0.0113846154","0.0147692308","0.4812307692"
"2007","Foster County","","","0.0209561231","83156","0.0578734859","23.781212842","","","","",3378,5.32740636933094,"0.2329780935","0.2383066903","0.0050325636","0.017169923","0.0198342214","0.5"
